香江19","陈云：六月，政治市。好多人都赶在逃犯条例修订通过之前，将存款汇到离岸户口，要提早，因为开户口办手续需要预约时间。条例其中一样弊端，就是在调查期间中国可以冻结香港人存款，甚至在大陆缺席审判之后拿判决书来港执行充公，没收财产。目前大银行一般只要有一百万港元就可以开离岸国际户口。汇丰、Citibank、渣打之类都有。当然，还有六月底的金融风险，港币一旦被狂沽空而金管局要疯狂为港元加息。据说银行可以在紧急状态以自己规定的汇率将帐户的美元汇兑成港币给客户。这条恶法的作用，就是将香港人的资产调离香港银行户口。后果都是打击中国金融而已。即是说，逃犯条例是陷害中国现政权的。故此，法律通过，是中港揽住一齐死。六月九日游行抗议？根本是无关重要的事，你要做泛民的抬轿者，做警察的练靶沙包，想入监牢体验生活，随便你去。法例修订是共党内部权力斗争外延到香港，正中美国下怀，冷手执个热煎堆，反过来借助逃犯条例做低中国。我在文化沙龙讲到好白，美国是想条例通过的，故此涂谨申解散法案委员会，美国也不发出外交照会，一味送香港人去被警察殴打甚至开水砲枪射击，加速香港人移民和走资！你去游行以为可以借助美国力量阻止条例通过？你第一日做人吗？目前香港面临中美两边夹击，苦不堪言。欲知来龙去脉，掌握全局大势，请来陈云的文化沙龙重温。星期六下午，听一次，明白嗮，好过你自己胡思乱想。https://www.facebook.com/589657224/posts/10157165058537225?s=1130259897&sfns=moPang Cheuk Sum有无人可详细说明银行如何将户口内的美元滙兑成港币给客户呢？好茅㖞，香港银行体系真的好信唔过。Matthew Lau十几年前阿根廷金融危机就系咁样处理。http://finance.sina.com.cn/j/20020112/163542.html[转贴] 15年前被强制结汇的阿根廷人https://m.hkgolden.com/view.aspx?message=6675004&page=1Alan Mo三年前城邦派所受的中美全力夹击，今次全香港人可以共享了。Wan Chin狗咬吕洞宾。香港人的罪孽，今日报应！Kinman Cheng咪好囉！点解要城邦派食晒？Richard ShihDeep State要换维利，鼓励内斗","8/6/2019 08:29
","陈云：六月，政治市。好多人都赶在逃犯条例修订通过之前，将存款汇到离岸户口，要提早，因为开户口办手续需要预约时间。条例其中一样弊端，就是在调查期间中国可以冻结香港人存款，甚至在大陆缺席审判之后拿判决书来港执行充公，没收财产。目前大银行一般只要有一百万港元就可以开离岸国际户口。汇丰、Citibank、渣打之类都有。当然，还有六月底的金融风险，港币一旦被狂沽空而金管局要疯狂为港元加息。据说银行可以在紧急状态以自己规定的汇率将帐户的美元汇兑成港币给客户。这条恶法的作用，就是将香港人的资产调离香港银行户口。后果都是打击中国金融而已。即是说，逃犯条例是陷害中国现政权的。故此，法律通过，是中港揽住一齐死。六月九日游行抗议？根本是无关重要的事，你要做泛民的抬轿者，做警察的练靶沙包，想入监牢体验生活，随便你去。法例修订是共党内部权力斗争外延到香港，正中美国下怀，冷手执个热煎堆，反过来借助逃犯条例做低中国。我在文化沙龙讲到好白，美国是想条例通过的，故此涂谨申解散法案委员会，美国也不发出外交照会，一味送香港人去被警察殴打甚至开水砲枪射击，加速香港人移民和走资！你去游行以为可以借助美国力量阻止条例通过？你第一日做人吗？目前香港面临中美两边夹击，苦不堪言。欲知来龙去脉，掌握全局大势，请来陈云的文化沙龙重温。星期六下午，听一次，明白嗮，好过你自己胡思乱想。https://www.facebook.com/589657224/posts/10157165058537225?s=1130259897&sfns=moPang Cheuk Sum有无人可详细说明银行如何将户口内的美元滙兑成港币给客户呢？好茅㖞，香港银行体系真的好信唔过。Matthew Lau十几年前阿根廷金融危机就系咁样处理。http://finance.sina.com.cn/j/20020112/163542.html[转贴] 15年前被强制结汇的阿根廷人https://m.hkgolden.com/view.aspx?message=6675004&page=1Alan Mo三年前城邦派所受的中美全力夹击，今次全香港人可以共享了。Wan Chin狗咬吕洞宾。香港人的罪孽，今日报应！Kinman Cheng咪好囉！点解要城邦派食晒？Richard ShihDeep State要换维利，鼓励内斗","8/6/2019 08:29
香江19","","8/6/2019 09:28
cityuser","中共坐上客，港独文宣首领秃头陈云同班信徒五毛狗香肛19之类协力港共公安   "劝告不要参加6月9日游行"！",""劝告不要参加6月9日游行"！
香江19","中共坐上客，港独文宣首领秃头陈云同班信徒五毛狗香肛19之类协力港共公安   "劝告不要参加6月9日游行"！五毛狗cityuser推港猪出去畀贩民卖猪仔",""劝告不要参加6月9日游行"！
水镜","","8/6/2019 10:45
香江19","","8/6/2019 13:13
孩子先生","咁大镬架 唔得喇 听日要出嚟喇","8/6/2019 13:17
五毛杏加橙"," 要一百万先开到离岸户口","8/6/2019 14:53
香江19","咁大镬架 唔得喇 听日要出嚟喇出嚟畀贩民推出去卖猪仔","8/6/2019 16:02
