第0类：
		英国	0.016143224724864572
		香港	0.014933838217447697
		BNO	0.013974669608117071
		咗	0.007594113206917691
		俾	0.006968568461702066
		依家	0.00592599388634269
		拎	0.005717478971270815
		难民	0.00559237002222769
		返	0.0053421521241414395
		BC	0.0051753401920839395
		关系	0.004883419310983315
		住	0.00484171632796894
		外国	0.004633201412897065
		美国	0.004633201412897065
		少	0.00450809246385394
第1类：
		搞	0.011742890149206861
		支持	0.008452936844112292
		游行	0.007966921014950595
		D	0.0075930626848262125
		d	0.007368747686751583
		俾	0.006097629364328681
		泛民	0.0060602435313162435
		点解	0.0056863852011918604
		好多	0.0053872985370923545
		咪	0.005200369372030163
		谂	0.005200369372030163
		抗争	0.005088211872992848
		香港	0.004938668540943095
		政府	0.004639581876843589
		胜利	0.004602196043831151
第2类：
		com	0.012623919159780225
		万	0.011543692705034346
		https	0.01134728789508055
		hkgolden	0.010807174667707612
		物资	0.010708972262730715
		aspx	0.00997245422540398
		view	0.009874251820427083
		message	0.009677847010473287
		forum	0.008106608530842921
		号	0.006044358026328065
		type	0.005798852013885821
		page	0.005356941191489779
		CA	0.005013232774070637
		道	0.004669524356651494
		站	0.004276714736743903
第3类：
		条	0.013474603468772462
		香港	0.011576135351736423
		23	0.00931605426002685
		乜	0.00863802993251398
		好似	0.006965569924648897
		政府	0.006829965059146323
		咪	0.006287545597136026
		咗	0.005609521269623154
		嚟	0.0054739164041205796
		啱	0.0054739164041205796
		777	0.004750690454773518
		狗	0.004660287211105134
		死	0.004569883967436752
		即系	0.004434279101934177
		未	0.004389077480099986
第4类：
		政府	0.024984203106586104
		逃犯	0.023933023507879757
		条例	0.02326727642869907
		修例	0.01837345140805507
		香港	0.01614261470413382
		修订	0.013923457773531529
		移交	0.010571362830990175
		引渡	0.00905299229952545
		法律	0.008317166580431006
		指	0.006938953328793795
		提出	0.006600239902543971
		立法	0.006471762396035418
		司法	0.006121369196466634
		内地	0.006074650103190797
		台湾	0.00581769509017369
第5类：
		the	0.04912812813317144
		of	0.02136728452597478
		to	0.021316901869700377
		and	0.015270983116771884
		in	0.012953380928149296
		be	0.012248023740307637
		Hong	0.01093807467717313
		a	0.010887692020898726
		Kong	0.010182334833057069
		is	0.009023533738745775
		that	0.007713584675611268
		not	0.007310523425416035
		for	0.00675631420639759
		The	0.0061013396748303365
		s	0.005496747799537487
第6类：
		乜	0.010181022497623154
		大陆	0.007648905217594871
		香港	0.007553353622122106
		林郑	0.006502286071921686
		支那	0.005642321712666798
		知	0.005546770117194032
		事	0.00516456373530297
		社会	0.005069012139830205
		真系	0.005069012139830205
		笑	0.005021236342093822
		越	0.004830133151148291
		中共	0.00463902996020276
		搞	0.00444792676925723
		女	0.004256823578311699
		条例	0.0037790656009478716
第7类：
		香港	0.015802267336785036
		Auntie	0.012389887559979948
		真系	0.008387713747677687
		哋	0.008050688584536444
		閪	0.0072502538220759905
		知	0.006828972368149437
		傻	0.005733640587940397
		支那	0.005691512442547742
		黑警	0.005185974697835877
		政府	0.005059590261657911
		埋	0.004891077680087289
		玩	0.004722565098516668
		好多	0.004469796226160736
		够	0.004385539935375425
		班	0.004301283644590114
第8类：
		立法	0.031426585933758036
		立法会	0.02721828616992118
		法会	0.02627695595958925
		议员	0.021625677273243243
		会议	0.018663255728963348
		派	0.018054159710513277
		建制	0.017804984066601883
		委员	0.01761118078800413
		委员会	0.015922323645938024
		民主	0.014399583599812842
		主席	0.014288838869185557
		法案	0.012959902101658127
		条例	0.01093881076771016
		逃犯	0.00864085760719398
		民主派	0.008585485241880336
第9类：
		80%	0.020128816152677125
		B8%	0.017854373649549764
		BE%	0.01675161364803347
		AF%	0.015959004896943633
		83%	0.01568331489656456
		8A%	0.014787322395332569
		81%	0.014442709894858727
		9C%	0.013339949893342433
		8B%	0.011961499891447064
		8D%	0.011616887390973222
		BA%	0.011341197390594148
		BF%	0.01127227489049938
		9D%	0.00989382488860401
		AE%	0.009755979888414474
		com	0.009239061137703711
第10类：
		大陆	0.014430444928501663
		真系	0.00850460376556555
		咪	0.007891585714227331
		入	0.006829021091907753
		d	0.00670641748164011
		D	0.006379474520926393
		傻	0.006256870910658749
		高登	0.006216003040569535
		想	0.00617513517048032
		今次	0.005970795820034247
		俾	0.005848192209766604
		野	0.005480381378963672
		开	0.005357777768696029
		返	0.005316909898606815
		红底	0.004908231197714669
第11类：
		https	0.026500620911910952
		com	0.024238188847718216
		www	0.019713324719332737
		facebook	0.00920558468785979
		youtube	0.008501716934555382
		v	0.008300611862182694
		watch	0.008049230521716834
		香港	0.006792323819387535
		2019	0.004982378168033343
		支持	0.004479615487101623
		埋	0.0041276816104494195
		hk	0.0038260240018903875
		民建	0.0037757477337972156
		陈云	0.0037254714657040436
		民建联	0.0036751951976108717
第12类：
		e6%	0.00729753525881673
		e5%	0.006919424623644878
		e8%	0.005406982082957474
		先	0.005352966277932923
		走	0.00443469759251557
		e7%	0.00443469759251557
		https	0.00438068178749102
		hk	0.0041646185673928195
		e4%	0.004056586957343719
		news	0.0040025711523191685
		好似	0.003948555347294619
		新	0.0036784763221718673
		贴	0.003516428907098217
		rthk	0.0032463498819754666
		沙田	0.0030302866618772658
第13类：
		台湾	0.020847629916954435
		点解	0.016517370578456595
		香港	0.01548985141338931
		信	0.010132072909824185
		中国	0.007673366336270326
		想	0.0068660298494317455
		国家	0.006719241397279276
		送	0.006719241397279276
		黎	0.006315573153859986
		先	0.006132087588669399
		事	0.006021996249555048
		五毛	0.005801813571326344
		引渡	0.00517796264967835
		嚟	0.004921082858411529
		条例	0.004884385745373411
第14类：
		香港	0.017774653988798565
		中学	0.016448517158000366
		联署	0.014326698228723242
		外交	0.009375787393743286
		声明	0.008226468807051511
		大学	0.007474991269599197
		校友	0.00636987724393403
		学生	0.0062814681218808155
		书院	0.005264763218268861
		欧盟	0.005176354096215648
		学校	0.005132149535189041
		代表	0.004424876558763333
		反对	0.004248058314656906
		联合	0.004203853753630299
		小学	0.004027035509523873
第15类：
		香港	0.0721741657167125
		中国	0.024813051501175958
		美国	0.023794799963243605
		条例	0.0061119927679305405
		台湾	0.005987815751109521
		说	0.005441436877097039
		民主	0.005416601473732836
		国家	0.004820551792991946
		影响	0.0045473623559857046
		逃犯	0.004398349935800482
		经济	0.00424933751561526
		国际	0.004224502112251056
		北京	0.004100325095430037
		外国	0.004025818885337426
		英国	0.004000983481973222
第16类：
		post	0.01112884852040797
		高登	0.010100163446628391
		登	0.008347588876485403
		真系	0.007357003249882844
		搞	0.007014108225289651
		知	0.006937909330935609
		咪	0.0066331137535194365
		乜	0.006290218728926243
		咗	0.005566329232562835
		喺	0.004880539183376449
		出黎	0.004309047475721127
		想	0.004194749134190063
		高	0.00411855023983602
		揾	0.004004251898304956
		好多	0.003966152451127934
第17类：
		班	0.015975582629243232
		佬	0.015537995339695368
		有钱	0.01367824935911695
		大陆	0.013605318144192307
		识	0.012766609172558903
		死	0.011818503378538533
		走	0.011344450481528347
		想	0.011016260014367452
		香港	0.010250482257658691
		D	0.009047117211402066
		捉	0.007953148987532408
		晒	0.007734355342758478
		条例	0.007552027305446868
		共产	0.007552027305446868
		共产党	0.007369699268135258
第18类：
		游行	0.018411335447219485
		示威	0.016251836108967056
		日	0.011462451437991367
		警方	0.011419689074857655
		市民	0.008255274202963006
		示威者	0.007742125845358467
		反送	0.006651685585448824
		月	0.00652339849604769
		民阵	0.005475720599271758
		时	0.005390195873004334
		警察	0.005219146420469488
		人士	0.005219146420469488
		参与	0.004577710973463815
		条例	0.0045135674287632484
		运动	0.004299755613094691
第19类：
		香港	0.013470794292712102
		游行	0.010907641044627348
		d	0.010053256628599095
		未	0.00940229707352995
		死	0.008995447351611735
		谂	0.008385172768734413
		先	0.007449418408322518
		政治	0.007164623602979768
		支持	0.006920513769828838
		百万	0.006798458853253374
		问	0.006798458853253374
		野	0.006635718964486088
		无用	0.006595033992294266
		今日	0.005130374993388692
		想	0.00480489521585412
